ComplexName,Sysname,Stdname
RNA polymerase I upstream activating factor complex,YMR270C,RRN9
RNA polymerase I upstream activating factor complex,YLR141W,RRN5
RNA polymerase I upstream activating factor complex,YBL025W,RRN10
HAT-A4 complex,YNL030W,HHF2
HAT-A4 complex,YBR010W,HHT1
HAT-A4 complex,YBR009C,HHF1
HAT-A4 complex,YNL031C,HHT2
HAT-A4 complex,YPL001W,HAT1
HAT-A4 complex,YOL054W,PSH1
HAT-A4 complex,YLL022C,HIF1
HAT-A4 complex,YEL056W,HAT2
Nucleosomal protein complex,YNL030W,HHF2
Nucleosomal protein complex,YBR010W,HHT1
Nucleosomal protein complex,YBR009C,HHF1
Nucleosomal protein complex,YNL031C,HHT2
Nucleosomal protein complex,YDR225W,HTA1
Nucleosomal protein complex,YDR224C,HTB1
Nucleosomal protein complex,YBL003C,HTA2
Nucleosomal protein complex,YBL002W,HTB2
Arp2/3 protein complex,YLR429W,CRN1
Arp2/3 protein complex,YNR035C,ARC35
Arp2/3 protein complex,YLR370C,ARC18
Arp2/3 protein complex,YKL013C,ARC19
Arp2/3 protein complex,YJR065C,ARP3
Arp2/3 protein complex,YIL062C,ARC15
Arp2/3 protein complex,YDL029W,ARP2
Arp2/3 protein complex,YBR234C,ARC40
TREX complex,YNL004W,HRB1
TREX complex,YDR138W,HPR1
TREX complex,YNL253W,TEX1
TREX complex,YNL139C,THO2
TREX complex,YML062C,MFT1
TREX complex,YHR167W,THP2
TREX complex,YDR381W,YRA1
TREX complex,YDL084W,SUB2
protein phosphatase type 2A complex,YPL152W,RRD2
protein phosphatase type 2A complex,YMR273C,ZDS1
protein phosphatase type 2A complex,YDL134C,PPH21
protein phosphatase type 2A complex,YOR014W,RTS1
protein phosphatase type 2A complex,YML109W,ZDS2
protein phosphatase type 2A complex,YGL190C,CDC55
protein phosphatase type 2A complex,YDL188C,PPH22
protein phosphatase type 2A complex,YAL016W,TPD3
COMPASS complex,YKL018W,SWD2
COMPASS complex,YPL138C,SPP1
COMPASS complex,YLR015W,BRE2
COMPASS complex,YHR119W,SET1
COMPASS complex,YDR469W,SDC1
COMPASS complex,YBR258C,SHG1
COMPASS complex,YBR175W,SWD3
COMPASS complex,YAR003W,SWD1
TORC1 complex (GO),YNL006W,LST8
TORC1 complex (GO),YKL203C,TOR2
TORC1 complex (GO),YPL180W,TCO89
TORC1 complex (GO),YJR066W,TOR1
TORC1 complex (GO),YHR186C,KOG1
TORC2 complex (GO),YNL006W,LST8
TORC2 complex (GO),YKL203C,TOR2
TORC2 complex (GO),YOL078W,AVO1
TORC2 complex (GO),YNL047C,SLM2
TORC2 complex (GO),YMR068W,AVO2
TORC2 complex (GO),YJL058C,BIT61
TORC2 complex (GO),YIL105C,SLM1
TORC2 complex (GO),YER093C,TSC11
mitochondrial outer membrane translocase complex (GO),YMR203W,TOM40
mitochondrial outer membrane translocase complex (GO),YPR133W-A,TOM5
mitochondrial outer membrane translocase complex (GO),YOR045W,TOM6
mitochondrial outer membrane translocase complex (GO),YNL131W,TOM22
mitochondrial outer membrane translocase complex (GO),YNL121C,TOM70
mitochondrial outer membrane translocase complex (GO),YNL070W,TOM7
mitochondrial outer membrane translocase complex (GO),YKL195W,MIA40
mitochondrial outer membrane translocase complex (GO),YGR082W,TOM20
"vacuolar proton-transporting V-type ATPase, V0 domain",YPL234C,VMA11
"vacuolar proton-transporting V-type ATPase, V0 domain",YHR026W,VMA16
"vacuolar proton-transporting V-type ATPase, V0 domain",YEL027W,VMA3
"vacuolar proton-transporting V-type ATPase, V0 domain",YLR447C,VMA6
"vacuolar proton-transporting V-type ATPase, V0 domain",YMR054W,STV1
"vacuolar proton-transporting V-type ATPase, V0 domain",YOR270C,VPH1
"vacuolar proton-transporting V-type ATPase, V0 domain",YCL005W-A,VMA9
"vacuolar proton-transporting V-type ATPase, V0 domain",YKL119C,VPH2
"vacuolar proton-transporting V-type ATPase, V0 domain",YPR149W,NCE102
mitochondrial pyruvate dehydrogenase complex,YFL018C,LPD1
mitochondrial pyruvate dehydrogenase complex,YOR090C,PTC5
mitochondrial pyruvate dehydrogenase complex,YNL071W,LAT1
mitochondrial pyruvate dehydrogenase complex,YIL042C,PKP1
mitochondrial pyruvate dehydrogenase complex,YGR193C,PDX1
mitochondrial pyruvate dehydrogenase complex,YER178W,PDA1
mitochondrial pyruvate dehydrogenase complex,YBR221C,PDB1
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YOL094C,RFC4
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YNL290W,RFC3
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YJR068W,RFC2
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YBR087W,RFC5
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YMR078C,CTF18
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YHR191C,CTF8
DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p),YCL016C,DCC1
DNA replication factor C complex (Rad24p),YOL094C,RFC4
DNA replication factor C complex (Rad24p),YNL290W,RFC3
DNA replication factor C complex (Rad24p),YJR068W,RFC2
DNA replication factor C complex (Rad24p),YBR087W,RFC5
DNA replication factor C complex (Rad24p),YER173W,RAD24
Elg1 RFC-like complex,YOL094C,RFC4
Elg1 RFC-like complex,YNL290W,RFC3
Elg1 RFC-like complex,YJR068W,RFC2
Elg1 RFC-like complex,YBR087W,RFC5
Elg1 RFC-like complex,YOR217W,RFC1
Elg1 RFC-like complex,YOR144C,ELG1
SPB components,YDR356W,SPC110
SPB components,YBR109C,CMD1
SPB components,YAL047C,SPC72
SPB components,YPL124W,SPC29
SPB components,YOR373W,NUD1
SPB components,YNL225C,CNM67
SPB components,YKL042W,SPC42
snf1 protein kinase complex,YDR028C,REG1
snf1 protein kinase complex,YGL208W,SIP2
snf1 protein kinase complex,YGL115W,SNF4
snf1 protein kinase complex,YER129W,SAK1
snf1 protein kinase complex,YER027C,GAL83
snf1 protein kinase complex,YDR477W,SNF1
snf1 protein kinase complex,YDR422C,SIP1
protein phosphatase type 1 complex (GO),YER133W,GLC7
protein phosphatase type 1 complex (GO),YDR028C,REG1
protein phosphatase type 1 complex (GO),YOR178C,GAC1
protein phosphatase type 1 complex (GO),YLR273C,PIG1
protein phosphatase type 1 complex (GO),YER054C,GIP2
protein phosphatase type 1 complex (GO),YBR050C,REG2
protein phosphatase type 1 complex (GO),YBR045C,GIP1
Set3C,YOL068C,HST1
Set3C,YKR029C,SET3
Set3C,YIL112W,HOS4
Set3C,YGL194C,HOS2
Set3C,YDR155C,CPR1
Set3C,YCR033W,SNT1
Set3C,YBR103W,SIF2
origin recognition complex,YLL004W,ORC3
origin recognition complex,YBR060C,ORC2
origin recognition complex,YPR162C,ORC4
origin recognition complex,YNL261W,ORC5
origin recognition complex,YML065W,ORC1
origin recognition complex,YHR118C,ORC6
pre-IC,YLL004W,ORC3
pre-IC,YBR060C,ORC2
pre-IC,YBL023C,MCM2
pre-IC,YLR103C,CDC45
pre-IC,YJL194W,CDC6
pre-IC,YDR052C,DBF4
pre-IC,YDL017W,CDC7
CORVET complex,YPL045W,VPS16
CORVET complex,YMR231W,PEP5
CORVET complex,YLR396C,VPS33
CORVET complex,YLR148W,PEP3
CORVET complex,YAL002W,VPS8
CORVET complex,YDR495C,VPS3
HOPS complex,YPL045W,VPS16
HOPS complex,YMR231W,PEP5
HOPS complex,YLR396C,VPS33
HOPS complex,YLR148W,PEP3
HOPS complex,YAL002W,VPS8
HOPS complex,YDR080W,VPS41
HOPS complex,YDL077C,VAM6
alpha DNA polymerase:primase complex,YGL207W,SPT16
alpha DNA polymerase:primase complex,YNL102W,POL1
alpha DNA polymerase:primase complex,YML069W,POB3
alpha DNA polymerase:primase complex,YKL045W,PRI2
alpha DNA polymerase:primase complex,YKL017C,HCS1
alpha DNA polymerase:primase complex,YIR008C,PRI1
alpha DNA polymerase:primase complex,YBL035C,POL12
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YMR012W,CLU1
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YML124C,TUB3
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YLR180W,SAM1
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YKL104C,GFA1
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YKL029C,MAE1
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YGL195W,GCN1
putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex,YFR009W,GCN20
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YML085C,TUB1
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YOR160W,MTR10
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YJR077C,MIR1
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YGR218W,CRM1
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YEL022W,GEA2
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YBR017C,KAP104
putative Crm1-Mir1-Erd2-Tub1-Gea2-Mtr10-Kap104 complex,YBL040C,ERD2
mitochondrial inner membrane presequence translocase complex (GO),YLR008C,PAM18
mitochondrial inner membrane presequence translocase complex (GO),YJL104W,PAM16
mitochondrial inner membrane presequence translocase complex (GO),YPL063W,TIM50
mitochondrial inner membrane presequence translocase complex (GO),YNR017W,TIM23
mitochondrial inner membrane presequence translocase complex (GO),YJL143W,TIM17
mitochondrial inner membrane presequence translocase complex (GO),YGR033C,TIM21
presequence translocase-associated import motor,YLR008C,PAM18
presequence translocase-associated import motor,YJL104W,PAM16
presequence translocase-associated import motor,YOR232W,MGE1
presequence translocase-associated import motor,YNL328C,MDJ2
presequence translocase-associated import motor,YKR065C,PAM17
presequence translocase-associated import motor,YJR045C,SSC1
presequence translocase-associated import motor,YIL022W,TIM44
CURI complex (GO),YGR090W,UTP22
CURI complex (GO),YOR039W,CKB2
CURI complex (GO),YCL031C,RRP7
CURI complex (GO),YPR104C,FHL1
CURI complex (GO),YLR223C,IFH1
UTP C complex,YGR090W,UTP22
UTP C complex,YOR039W,CKB2
UTP C complex,YCL031C,RRP7
UTP C complex,YOR061W,CKA2
UTP C complex,YIL035C,CKA1
UTP C complex,YGL019W,CKB1
SF3b complex,YOR319W,HSH49
SF3b complex,YMR288W,HSH155
SF3b complex,YMR240C,CUS1
SF3b complex,YML049C,RSE1
SF3b complex,YPR094W,RDS3
SF3b complex,YNL138W-A,YSF3
Npa2p-containing subcomplex,YNR038W,DBP6
Npa2p-containing subcomplex,YLR221C,RSA3
Npa2p-containing subcomplex,YOL144W,NOP8
Npa2p-containing subcomplex,YKL014C,URB1
Npa2p-containing subcomplex,YJR041C,URB2
mitotic checkpoint complex,YJL030W,MAD2
mitotic checkpoint complex,YGL116W,CDC20
mitotic checkpoint complex,YGL086W,MAD1
mitotic checkpoint complex,YOR026W,BUB3
mitotic checkpoint complex,YJL013C,MAD3
mitotic checkpoint complex,YGR188C,BUB1
bud site selection pathway,YJR092W,BUD4
bud site selection pathway,YPR122W,AXL1
bud site selection pathway,YKL092C,BUD2
bud site selection pathway,YIL140W,AXL2
bud site selection pathway,YGR152C,RSR1
bud site selection pathway,YCL014W,BUD3
septin complex,YJR092W,BUD4
septin complex,YLR314C,CDC3
septin complex,YJR076C,CDC11
septin complex,YHR107C,CDC12
septin complex,YDL225W,SHS1
septin complex,YCR002C,CDC10
Chs5p/Arf-1binding proteins (ChAPs),YLR330W,CHS5
Chs5p/Arf-1binding proteins (ChAPs),YJL099W,CHS6
Chs5p/Arf-1binding proteins (ChAPs),YOR299W,BUD7
Chs5p/Arf-1binding proteins (ChAPs),YMR237W,BCH1
Chs5p/Arf-1binding proteins (ChAPs),YKR027W,BCH2
Chs5p/Arf-1binding proteins (ChAPs),YDL192W,ARF1
chitin biosynth pathway,YLR330W,CHS5
chitin biosynth pathway,YJL099W,CHS6
chitin biosynth pathway,YOL003C,PFA4
chitin biosynth pathway,YHR142W,CHS7
chitin biosynth pathway,YBR023C,CHS3
chitin biosynth pathway,YBL061C,SKT5
MCM complex (GO),YBR202W,MCM7
MCM complex (GO),YBL023C,MCM2
MCM complex (GO),YPR019W,MCM4
MCM complex (GO),YLR274W,MCM5
MCM complex (GO),YGL201C,MCM6
MCM complex (GO),YEL032W,MCM3
kinesin complex (GO),YEL061C,CIN8
kinesin complex (GO),YPL253C,VIK1
kinesin complex (GO),YPL155C,KIP2
kinesin complex (GO),YMR198W,CIK1
kinesin complex (GO),YGL216W,KIP3
kinesin complex (GO),YBL063W,KIP1
RNA polymerase I transcription factor complex (GO),YER148W,SPT15
RNA polymerase I transcription factor complex (GO),YML043C,RRN11
RNA polymerase I transcription factor complex (GO),YKL125W,RRN3
RNA polymerase I transcription factor complex (GO),YJL025W,RRN7
RNA polymerase I transcription factor complex (GO),YBL014C,RRN6
Rpd3S complex,YOL004W,SIN3
Rpd3S complex,YPR023C,EAF3
Rpd3S complex,YPL139C,UME1
Rpd3S complex,YNL330C,RPD3
Rpd3S complex,YMR075W,RCO1
Kap114-Nap1 histone complex,YOL012C,HTZ1
Kap114-Nap1 histone complex,YBL003C,HTA2
Kap114-Nap1 histone complex,YBL002W,HTB2
Kap114-Nap1 histone complex,YKR048C,NAP1
Kap114-Nap1 histone complex,YGL241W,KAP114
Doa10p ubiquitin ligase complex,YDL126C,CDC48
Doa10p ubiquitin ligase complex,YBR170C,NPL4
Doa10p ubiquitin ligase complex,YMR264W,CUE1
Doa10p ubiquitin ligase complex,YML013W,UBX2
Doa10p ubiquitin ligase complex,YIL030C,SSM4
Cdc48-Shp1 complex,YDL126C,CDC48
Cdc48-Shp1 complex,YBL058W,SHP1
Cdc48-Ufd1-Npl4 complex,YDL126C,CDC48
Cdc48-Ufd1-Npl4 complex,YBR170C,NPL4
Cdc48-Ufd1-Npl4 complex,YGR048W,UFD1
RENT complex (GO),YDL042C,SIR2
RENT complex (GO),YPL126W,NAN1
RENT complex (GO),YJL076W,NET1
RENT complex (GO),YFR028C,CDC14
chromatin silencing complex,YDL042C,SIR2
chromatin silencing complex,YLR442C,SIR3
chromatin silencing complex,YDR227W,SIR4
chromatin silencing complex,YBR195C,MSI1
chromatin silencing complex,YKR101W,SIR1
Cul3-RING ubiquitin ligase complex (GO),YPL046C,ELC1
Cul3-RING ubiquitin ligase complex (GO),YNL230C,ELA1
Cul3-RING ubiquitin ligase complex (GO),YJR052W,RAD7
Cul3-RING ubiquitin ligase complex (GO),YBR114W,RAD16
Cul3-RING ubiquitin ligase complex (GO),YGR003W,CUL3
nucleotide-excision repair factor 4 complex (GO),YPL046C,ELC1
nucleotide-excision repair factor 4 complex (GO),YJR052W,RAD7
nucleotide-excision repair factor 4 complex (GO),YBR114W,RAD16
nucleotide-excision repair factor 4 complex (GO),YKL112W,ABF1
GSE Complex,YKL143W,LTV1
GSE Complex,YML121W,GTR1
GSE Complex,YKR007W,MEH1
GSE Complex,YGR163W,GTR2
GSE Complex,YBR077C,SLM4
Ski complex,YOR076C,SKI7
Ski complex,YPR189W,SKI3
Ski complex,YLR398C,SKI2
Ski complex,YKL023W,0
Ski complex,YGL213C,SKI8
rad51-rad57,YML032C,RAD52
rad51-rad57,YGL163C,RAD54
rad51-rad57,YER095W,RAD51
rad51-rad57,YDR076W,RAD55
rad51-rad57,YDR004W,RAD57
polarisome,YLR319C,BUD6
polarisome,YNL271C,BNI1
polarisome,YLR313C,SPH1
polarisome,YLL021W,SPA2
polarisome,YER149C,PEA2
luminal surveillance complex,YLR207W,HRD3
luminal surveillance complex,YJL034W,KAR2
luminal surveillance complex,YDR057W,YOS9
ubiquitin ligase ERAD-L complex,YLR207W,HRD3
ubiquitin ligase ERAD-L complex,YDR057W,YOS9
ubiquitin ligase ERAD-L complex,YOL013C,HRD1
ubiquitin ligase ERAD-L complex,YML029W,USA1
ubiquitin ligase ERAD-L complex,YBR201W,DER1
GARP complex,YJL034W,KAR2
GARP complex,YKR020W,VPS51
GARP complex,YJL029C,VPS53
GARP complex,YDR484W,VPS52
GARP complex,YDR027C,VPS54
ISW1 complex,YFR013W,IOC3
ISW1 complex,YPL082C,MOT1
ISW1 complex,YMR044W,IOC4
ISW1 complex,YLR095C,IOC2
ISW1 complex,YBR245C,ISW1
ISW1 complex,YKR001C,VPS1
eukaryotic translation initiation factor 4F complex,YOL139C,CDC33
eukaryotic translation initiation factor 4F complex,YGR162W,TIF4631
eukaryotic translation initiation factor 4F complex,YGL049C,TIF4632
eukaryotic translation initiation factor 4F complex,YKR059W,TIF1
eukaryotic translation initiation factor 4F complex,YJL138C,TIF2
eukaryotic translation initiation factor 4F complex,YER165W,PAB1
putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex,YHR174W,ENO2
putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex,YKL152C,GPM1
putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex,YKL060C,FBA1
putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex,YGR192C,TDH3
putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex,YCR012W,PGK1
putative Sas3-Nto1-Ylr455w complex,YPR031W,NTO1
putative Sas3-Nto1-Ylr455w complex,YBL052C,SAS3
putative Sas3-Nto1-Ylr455w complex,YLR455W,PDP3
NuA3 histone acetyltransferase complex (GO),YPL129W,TAF14
NuA3 histone acetyltransferase complex (GO),YPR031W,NTO1
NuA3 histone acetyltransferase complex (GO),YJR082C,EAF6
NuA3 histone acetyltransferase complex (GO),YBL052C,SAS3
NuA3 histone acetyltransferase complex (GO),YOR064C,YNG1
putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex,YOR326W,MYO2
putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex,YBR109C,CMD1
putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex,YPR188C,MLC2
putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex,YHR023W,MYO1
putative Cmd1-Mlc1-Myo2-Myo1-Mlc2 complex,YGL106W,MLC1
chromatin accessibility complex (GO),YDR121W,DPB4
chromatin accessibility complex (GO),YOR304W,ISW2
chromatin accessibility complex (GO),YJL065C,DLS1
chromatin accessibility complex (GO),YGL133W,ITC1
epsilon DNA polymerase complex,YJL090C,DPB11
epsilon DNA polymerase complex,YDR121W,DPB4
epsilon DNA polymerase complex,YPR175W,DPB2
epsilon DNA polymerase complex,YNL262W,POL2
epsilon DNA polymerase complex,YBR278W,DPB3
CBF3 complex (GO),YDR328C,SKP1
CBF3 complex (GO),YMR168C,CEP3
CBF3 complex (GO),YMR094W,CTF13
CBF3 complex (GO),YGR140W,CBF2
putative Skp1-Ypt52-Ymr258c complex,YDR328C,SKP1
putative Skp1-Ypt52-Ymr258c complex,YMR258C,ROY1
putative Skp1-Ypt52-Ymr258c complex,YKR014C,YPT52
RAVE complex,YDR328C,SKP1
RAVE complex,YJR033C,RAV1
RAVE complex,YDR202C,RAV2
putative Sit4-Sap185-Rts3-Hrk1 complex,YDL047W,SIT4
putative Sit4-Sap185-Rts3-Hrk1 complex,YOR267C,HRK1
putative Sit4-Sap185-Rts3-Hrk1 complex,YJL098W,SAP185
putative Sit4-Sap185-Rts3-Hrk1 complex,YGR161C,RTS3
repairosome (GO),YEL037C,RAD23
repairosome (GO),YJR052W,RAD7
repairosome (GO),YBR114W,RAD16
repairosome (GO),YER162C,RAD4
nucleotide-excision repair factor 2 complex,YEL037C,RAD23
nucleotide-excision repair factor 2 complex,YOR257W,CDC31
nucleotide-excision repair factor 2 complex,YER162C,RAD4
RTG pathway,YGL252C,RTG2
RTG pathway,YOL067C,RTG1
RTG pathway,YNL076W,MKS1
RTG pathway,YBL103C,RTG3
R2TP complex,YPL235W,RVB2
R2TP complex,YDR190C,RVB1
R2TP complex,YHR034C,PIH1
R2TP complex,YCR060W,TAH1
putative Mdm10-Mpm1-Tom40-Yhm2 complex,YAL010C,MDM10
putative Mdm10-Mpm1-Tom40-Yhm2 complex,YMR203W,TOM40
putative Mdm10-Mpm1-Tom40-Yhm2 complex,YMR241W,YHM2
putative Mdm10-Mpm1-Tom40-Yhm2 complex,YJL066C,MPM1
Mdm10/Mdm12/Mmm1 complex (GO),YAL010C,MDM10
Mdm10/Mdm12/Mmm1 complex (GO),YOL009C,MDM12
Mdm10/Mdm12/Mmm1 complex (GO),YLL006W,MMM1
mitochondrial sorting and assembly machinery complex (GO),YAL010C,MDM10
mitochondrial sorting and assembly machinery complex (GO),YNL026W,SAM50
mitochondrial sorting and assembly machinery complex (GO),YMR060C,SAM37
mitochondrial sorting and assembly machinery complex (GO),YHR083W,SAM35
Cdc24p/Far1p/Gbetagamma protein complex,YOR212W,STE4
Cdc24p/Far1p/Gbetagamma protein complex,YAL041W,CDC24
Cdc24p/Far1p/Gbetagamma protein complex,YJR086W,STE18
Cdc24p/Far1p/Gbetagamma protein complex,YJL157C,FAR1
heterotrimeric G-protein complex (GO),YOR212W,STE4
heterotrimeric G-protein complex (GO),YJR086W,STE18
heterotrimeric G-protein complex (GO),YHR005C,GPA1
putative Ark1-Ste4 complex,YOR212W,STE4
putative Ark1-Ste4 complex,YDR264C,AKR1
glycine cleavage complex (GO),YFL018C,LPD1
glycine cleavage complex (GO),YMR189W,GCV2
glycine cleavage complex (GO),YDR019C,GCV1
glycine cleavage complex (GO),YAL044C,GCV3
mitochondrial oxoglutarate dehydrogenase complex,YFL018C,LPD1
mitochondrial oxoglutarate dehydrogenase complex,YFR049W,YMR31
mitochondrial oxoglutarate dehydrogenase complex,YIL125W,KGD1
mitochondrial oxoglutarate dehydrogenase complex,YDR148C,KGD2
STE5-MAPK complex,YLR362W,STE11
STE5-MAPK complex,YDR103W,STE5
STE5-MAPK complex,YDL159W,STE7
STE5-MAPK complex,YBL016W,FUS3
Nrd1-Nab3-Sen1 termination complex,YNL251C,NRD1
Nrd1-Nab3-Sen1 termination complex,YPL190C,NAB3
Nrd1-Nab3-Sen1 termination complex,YMR239C,RNT1
Nrd1-Nab3-Sen1 termination complex,YLR430W,SEN1
MIND complex,YPL233W,NSL1
MIND complex,YJR112W,NNF1
MIND complex,YIR010W,DSN1
MIND complex,YAL034W-A,MTW1
"gamma-tubulin small complex, spindle pole body",YAL047C,SPC72
"gamma-tubulin small complex, spindle pole body",YNL126W,SPC98
"gamma-tubulin small complex, spindle pole body",YLR212C,TUB4
"gamma-tubulin small complex, spindle pole body",YHR172W,SPC97
dipthamide complex,YKL191W,DPH2
dipthamide complex,YIL103W,DPH1
dipthamide complex,YLR172C,DPH5
dipthamide complex,YJR097W,JJJ3
Cpr6-Hsc82-Sti1-Hsp82 complex,YMR186W,HSC82
Cpr6-Hsc82-Sti1-Hsp82 complex,YPL240C,HSP82
Cpr6-Hsc82-Sti1-Hsp82 complex,YOR027W,STI1
Cpr6-Hsc82-Sti1-Hsp82 complex,YLR216C,CPR6
Atg11-Atg17-Atg29-Cis1 complex,YLR423C,ATG17
Atg11-Atg17-Atg29-Cis1 complex,YPR049C,ATG11
Atg11-Atg17-Atg29-Cis1 complex,YPL166W,ATG29
Atg11-Atg17-Atg29-Cis1 complex,YDR022C,ATG31
Atg1p signaling complex,YLR423C,ATG17
Atg1p signaling complex,YPR185W,ATG13
Atg1p signaling complex,YGL180W,ATG1
Synaptonemal complex (SC),YGL249W,ZIP2
Synaptonemal complex (SC),YLR263W,RED1
Synaptonemal complex (SC),YIL072W,HOP1
Synaptonemal complex (SC),YDR285W,ZIP1
phosphatidylinositol 3-kinase complex,YPL120W,VPS30
phosphatidylinositol 3-kinase complex,YLR240W,VPS34
phosphatidylinositol 3-kinase complex,YBR097W,VPS15
phosphatidylinositol 3-kinase complex,YBR128C,ATG14
phosphatidylinositol 3-kinase complex,YLR360W,VPS38
putative Ssd1-Psy4-Pph3-Psy2 complex,YNL201C,PSY2
putative Ssd1-Psy4-Pph3-Psy2 complex,YDR293C,SSD1
putative Ssd1-Psy4-Pph3-Psy2 complex,YDR075W,PPH3
putative Ssd1-Psy4-Pph3-Psy2 complex,YBL046W,PSY4
putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex,YER117W,RPL23B
putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex,YBL087C,RPL23A
putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex,YPL208W,RKM1
putative Rpl23a-Rpl23b-Bcp1-Rkm1 complex,YDR361C,BCP1
putative Kem1-Gbp2-Sro9-Sbp1 complex,YCL037C,SRO9
putative Kem1-Gbp2-Sro9-Sbp1 complex,YHL034C,SBP1
putative Kem1-Gbp2-Sro9-Sbp1 complex,YGL173C,XRN1
putative Kem1-Gbp2-Sro9-Sbp1 complex,YCL011C,GBP2
HMC Complex,YMR186W,HSC82
HMC Complex,YCL037C,SRO9
HMC Complex,YNL064C,YDJ1
HMC Complex,YBL075C,SSA3
putative Emp24-Erv25-Erp3-Erp5 complex,YML012W,ERV25
putative Emp24-Erv25-Erp3-Erp5 complex,YGL200C,EMP24
putative Emp24-Erv25-Erp3-Erp5 complex,YHR110W,ERP5
putative Emp24-Erv25-Erp3-Erp5 complex,YDL018C,ERP3
ribonucleoside-diphosphate reductase complex,YJL026W,RNR2
ribonucleoside-diphosphate reductase complex,YGR180C,RNR4
ribonucleoside-diphosphate reductase complex,YIL066C,RNR3
ribonucleoside-diphosphate reductase complex,YER070W,RNR1
ribonucleoside-diphosphate reductase complex,YOR230W,WTM1
monopolin complex (GO),YPL204W,HRR25
monopolin complex (GO),YER106W,MAM1
monopolin complex (GO),YDR439W,LRS4
monopolin complex (GO),YCR086W,CSM1
putative Hrr25-Ltv1-Rio2-Tsr1 complex,YKL143W,LTV1
putative Hrr25-Ltv1-Rio2-Tsr1 complex,YPL204W,HRR25
putative Hrr25-Ltv1-Rio2-Tsr1 complex,YNL207W,RIO2
putative Hrr25-Ltv1-Rio2-Tsr1 complex,YDL060W,TSR1
putative Pkh1-Mrp8-Pil1-Lsp1 complex,YPL004C,LSP1
putative Pkh1-Mrp8-Pil1-Lsp1 complex,YKL142W,MRP8
putative Pkh1-Mrp8-Pil1-Lsp1 complex,YGR086C,PIL1
putative Pkh1-Mrp8-Pil1-Lsp1 complex,YDR490C,PKH1
eisosome,YPL004C,LSP1
eisosome,YGR086C,PIL1
eisosome,YML052W,SUR7
putative Snf7-Vps4 complex,YPR173C,VPS4
putative Snf7-Vps4 complex,YLR025W,SNF7
ESCRT III complex (GO),YLR025W,SNF7
ESCRT III complex (GO),YKL041W,VPS24
ESCRT III complex (GO),YKL002W,DID4
ESCRT III complex (GO),YMR077C,VPS20
ESCRT III complex (GO),YPR173C,VPS4
cytoplasmic dynein complex (GO),YDR424C,DYN2
cytoplasmic dynein complex (GO),YMR299C,DYN3
cytoplasmic dynein complex (GO),YKR054C,DYN1
cytoplasmic dynein complex (GO),YDR488C,PAC11
box C/D snoRNP complex (GO),YOR310C,NOP58
box C/D snoRNP complex (GO),YLR197W,NOP56
box C/D snoRNP complex (GO),YEL026W,SNU13
box C/D snoRNP complex (GO),YDL014W,NOP1
Pho80-Pho81-Pho85 CDK-cyclin complex,YPL031C,PHO85
Pho80-Pho81-Pho85 CDK-cyclin complex,YOL001W,PHO80
Pho80-Pho81-Pho85 CDK-cyclin complex,YGR233C,PHO81
Pho85p/Pcl2p complex,YPL031C,PHO85
Pho85p/Pcl2p complex,YDL127W,PCL2
Pho85p/Pcl1p complex,YPL031C,PHO85
